id,x,y,sourceRadius,targetRadius,color,sourceX,targetX,sourceY,targetY,index,vy,vx
2738880,928.8523207439925,222.88638032819074,1,1,#d5ece6,300,900,300,300,5311,-0.006995263926583259,0.0017825127648096878
2740665,859.4399100586335,624.6847163023484,1,1,#d5ece6,300,900,300,600,5312,-0.000929778789500952,0.09541373203051853
2740680,786.8116104175274,585.8361952622523,1,1,#d5ece6,300,900,300,600,5313,0.000005984661463685759,-0.0050284548861448935
2740740,888.756430567793,393.4813271345057,1,1,#d5ece6,300,900,300,300,5314,0.006222473991548672,-0.00024256102796730918
2740810,953.3146483230023,650.3563854362221,1,1,#d5ece6,300,900,300,600,5315,0.01223936485689159,0.004190081532908341
2740830,953.5177118332446,366.61099522032754,1,1,#d5ece6,300,900,300,300,5316,0.005140471613728458,0.004966817744780384
2740860,981.093442643973,250.40137887796035,1,1,#d5ece6,300,900,300,300,5317,-0.0025698469703771512,0.003581392774352373
2740920,929.9686783200053,361.63317919727325,1,1,#d5ece6,300,900,300,300,5318,0.005061626186389689,0.005216207147545007
2741040,864.9359405562009,553.160523049838,1,1,#d5ece6,300,900,300,600,5319,-0.0011449151478525978,-0.0019507014197165148
2741060,979.7695709881741,308.10392837309394,1,1,#d5ece6,300,900,300,300,5320,0.00021565138183541436,0.006158898754967686
2741430,966.1389421644704,218.02072954285924,1,1,#d5ece6,300,900,300,300,5321,-0.004548035915031714,0.00304925342768417
2741460,840.3503430302145,200.5158488819517,1,2,#d5ece6,300,900,300,300,5322,-0.006156152853307043,-0.001848724020823697
2741850,845.6983527145716,819.9545005988311,1,1,#d5ece6,300,900,300,900,5323,-0.003922526763376948,-0.006131380813475276
2741880,896.3692863642896,616.9726832684057,1,1,#d5ece6,300,900,300,600,5324,-0.0064857880808662505,-0.010410700129885968
2741910,892.1923853436216,202.8685907525494,1,1,#d5ece6,300,900,300,300,5325,-0.006075352734931727,-0.0007982996075658599
2742120,900.3365636250372,985.5694424785703,1,1,#b394c9,300,900,900,900,5326,0.00827527010463607,0.0014730268826324943
